,x,y,z,time,charge,auxiliary
100,113.19,-60.47,-280.25,11760,0.5249999761581421,0
101,113.19,-60.47,-315.29,11760,2.0250000953674316,0
102,113.19,-60.47,-315.29,11763,2.7750000953674316,0
103,113.19,-60.47,-301.27,11786,0.7250000238418579,0
104,57.2,-105.52,-182.43,11788,1.225000023841858,0
105,113.19,-60.47,-322.3,11793,0.375,0
106,113.19,-60.47,-287.25,11795,0.824999988079071,0
107,113.19,-60.47,-322.3,11805,1.125,0
108,113.19,-60.47,-329.31,11807,1.3250000476837158,0
109,72.37,-66.6,-201.88,11812,0.5249999761581421,0
110,113.19,-60.47,-322.3,11817,1.0750000476837158,0
111,72.37,-66.6,-278.98,11851,1.024999976158142,1
112,57.2,-105.52,-210.46,11866,0.7250000238418579,0
113,72.37,-66.6,-222.91,11867,1.0750000476837158,0
114,113.19,-60.47,-350.33,11871,0.9750000238418579,0
115,113.19,-60.47,-322.3,11884,0.7250000238418579,0
116,113.19,-60.47,-329.31,11886,1.4249999523162842,0
117,113.19,-60.47,-343.32,11891,0.925000011920929,0
118,113.19,-60.47,-336.31,11897,0.42500001192092896,0
119,113.19,-60.47,-357.34,11898,2.125,0
120,113.19,-60.47,-357.34,11908,0.4749999940395355,0
121,113.19,-60.47,-364.35,11918,1.524999976158142,0
122,72.37,-66.6,-307.01,11920,1.4249999523162842,0
123,113.19,-60.47,-364.35,11920,0.7250000238418579,0
124,113.19,-60.47,-357.34,11930,0.925000011920929,0
125,113.19,-60.47,-294.26,11933,0.824999988079071,0
126,57.2,-105.52,-161.4,11945,0.9750000238418579,0
127,113.19,-60.47,-301.27,11949,0.125,0
128,72.37,-66.6,-314.02,11954,0.574999988079071,0
129,113.19,-60.47,-378.37,11966,1.4249999523162842,0
130,31.25,-72.93,-236.22,11973,0.824999988079071,1
131,113.19,-60.47,-378.37,11977,0.9750000238418579,0
132,113.19,-60.47,-357.34,11979,0.574999988079071,0
133,113.19,-60.47,-385.37,11979,0.625,0
134,113.19,-60.47,-385.37,11983,1.524999976158142,0
135,113.19,-60.47,-378.37,11988,0.925000011920929,0
136,57.2,-105.52,-175.42,11991,1.125,0
137,113.19,-60.47,-364.35,11996,0.7749999761581421,0
138,113.19,-60.47,-287.25,12000,0.5249999761581421,0
139,113.19,-60.47,-392.38,12007,2.575000047683716,0
140,72.37,-66.6,-349.06,12022,1.9249999523162842,1
141,72.37,-66.6,-187.86,12024,0.32499998807907104,0
142,113.19,-60.47,-392.38,12025,1.024999976158142,0
143,113.19,-60.47,-224.18,12026,0.925000011920929,0
144,113.19,-60.47,-399.39,12032,3.075000047683716,0
145,113.19,-60.47,-406.4,12048,1.524999976158142,0
146,113.19,-60.47,-406.4,12051,1.125,0
147,106.94,27.09,-202.81,12076,0.7749999761581421,1
148,113.19,-60.47,-413.41,12076,0.7250000238418579,0
149,113.19,-60.47,-413.41,12080,1.125,0
150,113.19,-60.47,-413.41,12088,1.024999976158142,0
151,57.2,-105.52,-217.47,12093,1.0750000476837158,0
152,113.19,-60.47,-420.42,12097,1.1749999523162842,0
153,113.19,-60.47,-413.41,12102,1.125,0
154,90.49,82.35,-179.17,12109,1.274999976158142,1
155,113.19,-60.47,-392.38,12115,1.3250000476837158,0
156,72.37,-66.6,-377.1,12121,1.475000023841858,1
157,31.25,-72.93,-180.16,12127,0.7749999761581421,1
158,113.19,-60.47,-434.43,12141,5.275000095367432,0
159,113.19,-60.47,-434.43,12143,1.875,0
160,113.19,-60.47,-434.43,12144,5.275000095367432,0
161,113.19,-60.47,-434.43,12151,1.024999976158142,0
162,113.19,-60.47,-385.37,12153,1.274999976158142,0
163,113.19,-60.47,-357.34,12154,0.4749999940395355,0
164,113.19,-60.47,-441.44,12167,3.2249999046325684,0
165,113.19,-60.47,-441.44,12173,1.274999976158142,0
166,113.19,-60.47,-406.4,12177,0.42500001192092896,0
167,72.37,-66.6,-208.89,12185,0.7749999761581421,0
168,113.19,-60.47,-448.45,12190,7.474999904632568,0
169,106.94,27.09,126.59,12198,0.5249999761581421,0
170,113.19,-60.47,-448.45,12199,1.975000023841858,0
171,113.19,-60.47,-441.44,12201,1.225000023841858,0
172,113.19,-60.47,-455.46,12205,1.8250000476837158,0
173,57.2,-105.52,-315.59,12207,0.925000011920929,0
174,113.19,-60.47,-455.46,12210,1.8250000476837158,0
175,113.19,-60.47,-441.44,12213,1.5750000476837158,0
176,113.19,-60.47,-441.44,12221,1.274999976158142,0
177,194.34,-30.92,-295.88,12231,0.824999988079071,1
178,113.19,-60.47,-462.47,12239,2.375,0
179,113.19,-60.47,-413.41,12260,0.5249999761581421,0
180,113.19,-60.47,-469.48,12261,0.925000011920929,0
181,113.19,-60.47,-413.41,12268,0.875,0
182,113.19,-60.47,-406.4,12274,0.824999988079071,0
183,113.19,-60.47,-476.48,12280,9.925000190734863,0
184,113.19,-60.47,-399.39,12281,0.125,0
185,113.19,-60.47,-476.48,12282,12.975000381469727,0
186,113.19,-60.47,-462.47,12283,0.675000011920929,0
187,113.19,-60.47,-469.48,12286,0.4749999940395355,0
188,113.19,-60.47,-476.48,12286,3.4749999046325684,0
189,113.19,-60.47,-476.48,12288,3.9749999046325684,0
190,113.19,-60.47,-476.48,12298,0.824999988079071,0
191,113.19,-60.47,-469.48,12300,0.5249999761581421,0
192,113.19,-60.47,-483.49,12308,4.074999809265137,0
193,113.19,-60.47,-483.49,12316,0.4749999940395355,0
194,113.19,-60.47,-483.49,12326,1.125,0
195,-9.68,-79.5,-324.62,12335,1.5750000476837158,1
196,57.2,-105.52,-308.58,12343,1.0750000476837158,0
197,41.6,35.49,-192.94,12349,0.42500001192092896,1
198,113.19,-60.47,-434.43,12352,0.875,0
199,113.19,-60.47,-497.28,12358,2.0250000953674316,0
200,113.19,-60.47,-505.41,12379,1.4249999523162842,0
201,46.29,-34.88,-247.94,12382,1.024999976158142,1
202,113.19,-60.47,-505.41,12384,2.075000047683716,0
203,72.37,-66.6,-461.2,12392,0.7749999761581421,0
204,113.19,-60.47,-476.48,12392,1.475000023841858,0
205,113.19,-60.47,-287.25,12394,0.675000011920929,0
206,113.19,-60.47,-189.13,12398,0.625,0
207,113.19,-60.47,-483.49,12406,0.824999988079071,0
208,57.2,-105.52,-238.5,12412,1.1749999523162842,1
209,57.2,-105.52,-336.62,12423,1.4249999523162842,0
210,72.37,-66.6,-454.19,12429,0.625,0
211,-10.97,6.72,-311.19,12430,0.875,1
212,113.19,-60.47,-448.45,12433,1.274999976158142,0
213,31.25,-72.93,-334.34,12439,0.925000011920929,0
214,31.25,-72.93,-362.38,12444,0.675000011920929,0
215,113.19,-60.47,-392.38,12454,0.9750000238418579,0
216,57.2,-105.52,-343.62,12456,0.824999988079071,0
217,113.19,-60.47,-322.3,12489,0.675000011920929,0
218,72.37,-66.6,-454.19,12490,0.32499998807907104,0
219,57.2,-105.52,-287.56,12523,1.125,1
220,194.34,-30.92,-432.05,12553,0.7250000238418579,1
221,72.37,-66.6,-321.03,12557,1.024999976158142,0
222,31.25,-72.93,-397.42,12577,1.4249999523162842,1
223,31.25,-72.93,-348.36,12588,0.5249999761581421,0
224,106.94,27.09,-441.1,12601,0.375,0
225,57.2,-105.52,-462.77,12605,1.3250000476837158,0
226,113.19,-60.47,-483.49,12651,0.824999988079071,0
227,72.37,-66.6,-503.63,12658,0.875,0
228,46.29,-34.88,-486.23,12670,1.125,1
229,113.19,-60.47,-420.42,12673,1.1749999523162842,0
230,72.37,-66.6,-419.15,12684,0.925000011920929,0
231,-10.97,6.72,-234.09,12695,0.9750000238418579,1
232,72.37,-66.6,-229.92,12700,1.3250000476837158,0
233,57.2,-105.52,-434.74,12733,0.824999988079071,1
234,106.94,27.09,-293.92,12765,0.375,1
235,-101.06,490.22,-9.14,12780,1.1749999523162842,1
236,106.94,27.09,-244.86,12781,0.4749999940395355,1
237,194.34,-30.92,-500.13,12791,0.875,1
238,106.94,27.09,-244.86,12793,0.7250000238418579,1
239,-43.27,-267.52,-10.5,12805,0.925000011920929,1
240,31.25,-72.93,-453.49,12840,1.024999976158142,0
241,72.37,-66.6,-412.14,12923,1.4249999523162842,0
242,124.97,-131.25,-340.36,12935,1.274999976158142,1
243,57.2,-105.52,-189.44,12961,0.7250000238418579,0
244,41.6,35.49,-487.3,12990,1.375,1
245,72.37,-66.6,-489.23,12997,0.375,0
246,-88.05,-384.3,-27.63,13010,1.375,0
247,-43.27,-267.52,-61.56,13024,1.125,1
248,-88.05,-384.3,-10.61,13039,0.7250000238418579,0
249,113.19,-60.47,-343.32,13041,0.9750000238418579,0
250,113.19,-60.47,-483.49,13046,0.925000011920929,0
251,371.56,-92.18,-9.04,13059,1.5750000476837158,1
252,113.19,-60.47,-441.44,13068,0.574999988079071,0
253,72.37,-66.6,-405.13,13103,0.675000011920929,0
254,31.25,-72.93,-481.52,13107,0.675000011920929,1
255,72.37,-66.6,-180.86,13108,0.574999988079071,1
256,72.37,-66.6,-271.97,13129,1.024999976158142,1
257,57.2,-105.52,-469.78,13143,0.875,0
258,-10.97,6.72,-472.39,13174,0.824999988079071,1
259,31.25,-72.93,-439.47,13209,1.1749999523162842,0
260,113.19,-60.47,-505.41,13277,0.625,0
261,106.94,27.09,-413.07,13297,1.3250000476837158,0
262,46.29,-34.88,-333.04,13324,0.824999988079071,1
263,-88.05,-384.3,-27.63,13334,0.7250000238418579,0
264,292.9,5.2,-291.55,13353,0.7749999761581421,1
265,79.41,-248.24,328.7,13414,1.375,1
266,-132.8,-501.45,6.47,13417,0.32499998807907104,0
267,41.6,35.49,-438.24,13417,1.375,1
268,-32.96,62.44,-508.41,13422,0.875,1
269,-132.8,-501.45,6.47,13423,2.174999952316284,0
270,-132.8,-501.45,6.47,13432,2.424999952316284,0
271,-132.8,-501.45,6.47,13450,1.4249999523162842,0
272,-9.68,-79.5,-457.78,13489,1.5750000476837158,1
273,113.19,-60.47,-336.31,13502,0.9750000238418579,0
274,-279.53,23.17,264.32,13527,0.625,1
275,106.94,27.09,-427.09,13557,1.225000023841858,0
276,-132.8,-501.45,40.51,13584,0.824999988079071,0
277,124.97,-131.25,-476.53,13618,0.7250000238418579,1
278,-166.4,-287.79,-12.97,13619,0.5249999761581421,1
279,113.19,-60.47,-434.43,13622,0.625,0
280,472.05,127.9,-40.39,13662,0.4749999940395355,1
281,210.47,-209.77,-507.28,13683,0.625,1
282,-10.97,6.72,-332.21,13724,0.9750000238418579,1
283,-368.93,-210.23,-61.15,13773,1.1749999523162842,1
284,1.71,-150.63,-438.89,13802,0.824999988079071,1
285,113.19,-60.47,-413.41,13875,1.225000023841858,0
286,57.2,-105.52,-308.58,13961,1.024999976158142,0
287,210.47,-209.77,-388.13,14049,0.625,1
288,72.37,-66.6,-461.2,14056,0.925000011920929,0
289,31.25,-72.93,-383.4,14087,0.5249999761581421,1
290,113.19,-60.47,-441.44,14336,0.5249999761581421,0
291,1.71,-150.63,-370.8,14497,1.4249999523162842,1
292,72.37,-66.6,127.52,14590,0.32499998807907104,1
293,195.03,125.59,-264.1,15053,0.17499999701976776,1
294,-132.8,-501.45,6.47,15060,1.0750000476837158,0
295,443.93,-194.47,-436.49,15150,0.5249999761581421,1
296,-9.68,-79.5,-429.75,15200,0.42500001192092896,1
297,405.83,-306.38,-355.9,15281,1.274999976158142,1
298,113.19,-60.47,-505.41,15302,0.7749999761581421,0
299,-324.39,-93.43,244.82,15794,0.5249999761581421,1
300,-10.97,6.72,-500.73,16025,0.625,1
301,-290.66,-307.38,-432.0,16137,0.824999988079071,1
302,113.19,-60.47,-196.14,16219,0.5249999761581421,0
303,72.37,-66.6,-447.18,16299,0.9750000238418579,1
304,-77.8,-54.33,-365.35,16323,0.9750000238418579,1
305,-358.44,120.56,123.61,16396,1.4249999523162842,1
306,257.31,211.66,419.32,16434,0.875,1
307,113.19,-60.47,-505.41,16708,1.1749999523162842,0
308,326.85,-209.07,-148.36,16919,0.925000011920929,1
309,330.03,127.2,-145.92,17035,0.574999988079071,1
310,72.37,-66.6,-398.12,17380,1.024999976158142,1
311,210.47,-209.77,-47.72,17708,1.024999976158142,1
312,500.43,-58.45,-451.31,17723,0.7749999761581421,1
313,31.25,-72.93,-481.52,18201,0.7250000238418579,1
314,544.07,55.89,247.47,18413,0.574999988079071,1
315,57.2,-105.52,-420.72,18628,0.2750000059604645,1
316,-279.53,23.17,264.32,18777,0.574999988079071,1
317,113.19,-60.47,-343.32,18986,1.125,1
318,443.92,-194.47,23.07,19349,1.125,1
319,-245.65,-190.49,-281.09,19415,0.7250000238418579,1
